"Rank","Name","W","L","Pct"
"326","South Fla.","29","7-22","1879","64.8"
"327","UC Riverside","27","7-20","1747","64.7"
"328","Maine","32","7-25","2069","64.7"
"329","Jackson St.","32","14-18","2067","64.6"
"330","Old Dominion","30","19-11","1935","64.5"
"331","Robert Morris","33","14-19","2125","64.4"
"332","Howard","33","10-23","2123","64.3"
"333","N.C. A&T","32","3-29","2058","64.3"
"334","Oregon St.","32","5-27","2021","63.2"
"335","Central Conn. St.","29","6-23","1827","63.0"
"336","Southern Miss.","31","9-22","1952","63.0"
"337","East Carolina","31","14-17","1931","62.3"
"338","St. Francis Brooklyn","31","4-27","1921","62.0"
"339","Saint Louis","32","12-20","1980","61.9"
"340","UNI","30","14-16","1854","61.8"
"341","Ark.-Pine Bluff","32","7-25","1977","61.8"
"342","Alabama A&M","29","2-27","1790","61.7"
"343","American","30","8-22","1845","61.5"
"344","Western Caro.","32","9-23","1965","61.4"
"345","Presbyterian","30","5-25","1836","61.2"
"346","UC Santa Barbara","28","6-22","1701","60.8"
"347","Holy Cross","32","15-17","1932","60.4"
Reclassifying
"NR","UMass Lowell","31","11-20","2429","78.4"
"NR","Incarnate Word","29","12-17","2212","76.3"
"NR","Grand Canyon","31","22-9","2282","73.6"
"NR","Abilene Christian","29","13-16","2009","69.3"

NCAA Men's Basketball
Division IScoring Defense
Through Games 03/08/2017


"Rank","Name","GM","W-L","OPP PTS","OPP PPG"
"1","Virginia","31","22-9","1709","55.1"
"2","St. Mary's (CA)","32","28-4","1808","56.5"
"3","SMU","31","27-4","1842","59.4"
"4","Cincinnati","31","27-4","1865","60.2"
"5","UCF","30","20-10","1816","60.5"
"6","Illinois St.","33","27-6","2012","61.0"
"7","Old Dominion","30","19-11","1832","61.1"
"8","Gonzaga","33","32-1","2018","61.2"
"9","Princeton","27","21-6","1660","61.5"
"10","Wisconsin","31","23-8","1909","61.6"
"11","Saint Peter's","32","19-13","1978","61.8"
"12","Vermont","33","28-5","2041","61.8"
"13","San Diego St.","31","18-13","1925","62.1"
"14","Holy Cross","32","15-17","1988","62.1"
"15","CSU Bakersfield","29","21-8","1804","62.2"
"16","California","31","20-11","1933","62.4"
"17","Wichita St.","34","30-4","2123","62.4"
"18","Baylor","31","25-6","1937","62.5"
"19","Liberty","32","19-13","2018","63.1"
"20","Villanova","31","28-3","1955","63.1"
"","Middle Tenn.","31","27-4","1955","63.1"
"22","Miami (FL)","31","21-10","1960","63.2"
"23","Texas St.","30","18-12","1920","64.0"
"","N.C. Central","31","23-8","1984","64.0"
"25","Col. of Charleston","34","25-9","2179","64.1"
"26","Navy","32","16-16","2053","64.2"
"27","Houston","30","21-9","1925","64.2"
"28","Arizona","31","27-4","1992","64.3"
"29","UNI","30","14-16","1931","64.4"
"30","East Carolina","31","14-17","1998","64.5"
"31","South Carolina","31","22-9","1999","64.5"
"32","Oregon","31","27-4","2006","64.7"
"33","Alabama","30","17-13","1942","64.7"
"34","UC Irvine","32","19-13","2072","64.8"
"35","Northwestern","31","21-10","2011","64.9"
"36","Rhode Island","30","21-9","1955","65.2"
"37","Louisville","31","24-7","2026","65.4"
"38","Santa Clara","33","17-16","2158","65.4"
"39","Harvard","27","18-9","1769","65.5"
"40","Michigan","31","20-11","2036","65.7"
"41","Wagner","30","16-14","1973","65.8"
"42","UConn","30","14-16","1977","65.9"
"43","VCU","31","24-7","2051","66.2"
"44","New Hampshire","32","20-12","2118","66.2"
"45","Louisiana Tech","31","22-9","2053","66.2"
"46","Albany (NY)","33","21-12","2186","66.2"
"47","Furman","32","21-11","2121","66.3"
"48","Dayton","30","24-6","1989","66.3"
"49","Florida","31","24-7","2058","66.4"
"50","Providence","31","20-11","2062","66.5"
"51","Rutgers","32","15-17","2132","66.6"
"52","Georgia Tech","32","17-15","2137","66.8"
"","Loyola Chicago","32","18-14","2137","66.8"
"","San Francisco","32","20-12","2137","66.8"
"55","West Virginia","31","24-7","2072","66.8"
"56","Purdue","31","25-6","2075","66.9"
"57","Jackson St.","32","14-18","2142","66.9"
"58","Texas Tech","32","18-14","2146","67.1"
"59","Fordham","31","13-18","2085","67.3"
"60","Bucknell","34","26-8","2290","67.4"
"61","Kansas St.","31","19-12","2094","67.5"
"62","Colorado St.","31","21-10","2095","67.6"
"63","Utah","30","20-10","2029","67.6"
"64","Jacksonville St.","34","20-14","2300","67.6"
"65","Maryland","31","24-7","2098","67.7"
"66","Tennessee St.","30","17-13","2032","67.7"
"67","Robert Morris","33","14-19","2238","67.8"
"68","Penn","27","13-14","1832","67.9"
"69","Texas A&M","30","16-14","2036","67.9"
"70","UNC Asheville","32","23-9","2172","67.9"
"71","Hawaii","29","14-15","1975","68.1"
"72","UTEP","30","14-16","2044","68.1"
"73","Southeastern La.","32","16-16","2182","68.2"
"74","New Mexico St.","30","25-5","2046","68.2"
"75","Mercer","32","15-17","2184","68.3"
"76","Little Rock","32","15-17","2185","68.3"
"77","American","30","8-22","2049","68.3"
"78","Loyola Maryland","31","15-16","2119","68.4"
"79","Valparaiso","32","24-8","2192","68.5"
"80","Evansville","33","16-17","2261","68.5"
"81","Mt. St. Mary's","34","19-15","2332","68.6"
"82","Butler","30","23-7","2058","68.6"
"83","UNCG","34","25-9","2334","68.6"
"84","SFA","30","17-13","2062","68.7"
"85","Alcorn","30","17-13","2063","68.8"
"86","Chattanooga","31","19-12","2132","68.8"
"87","FGCU","33","26-7","2270","68.8"
"88","Stony Brook","31","18-13","2133","68.8"
"89","High Point","31","15-16","2136","68.9"
"90","UTSA","32","14-18","2205","68.9"
"91","Minnesota","31","23-8","2138","69.0"
"","Vanderbilt","31","17-14","2138","69.0"
"93","Missouri St.","33","17-16","2277","69.0"
"94","Texas","32","11-21","2210","69.1"
"95","Arkansas St.","32","20-12","2211","69.1"
"96","Michigan St.","31","18-13","2142","69.1"
"97","UT Arlington","31","24-7","2144","69.2"
"98","Towson","33","20-13","2283","69.2"
"99","Belmont","28","22-6","1938","69.2"
"100","Duke","32","24-8","2215","69.2"
"101","Notre Dame","31","23-8","2147","69.3"
"102","LIU Brooklyn","32","20-12","2218","69.3"
"103","ETSU","34","27-7","2358","69.4"
"104","Southern Ill.","33","17-16","2289","69.4"
"105","Georgia St.","30","19-11","2082","69.4"
"106","TCU","32","18-14","2224","69.5"
"107","New Orleans","29","18-11","2020","69.7"
"108","James Madison","33","10-23","2299","69.7"
"109","Illinois","31","18-13","2161","69.7"
"110","Ohio St.","32","17-15","2232","69.8"
"111","Saint Louis","32","12-20","2235","69.8"
"112","Yale","27","17-10","1886","69.9"
"113","La.-Monroe","32","9-23","2236","69.9"
"114","Ohio","29","19-10","2032","70.1"
"115","George Washington","31","18-13","2173","70.1"
"116","UC Riverside","27","7-20","1895","70.2"
"117","Winthrop","32","26-6","2246","70.2"
"118","Fresno St.","30","19-11","2106","70.2"
"119","UAB","32","17-15","2247","70.2"
"","Radford","32","14-18","2247","70.2"
"121","UC Davis","31","19-12","2177","70.2"
"122","Memphis","31","19-12","2178","70.3"
"123","Gardner-Webb","33","19-14","2319","70.3"
"124","Tulsa","30","14-16","2109","70.3"
"125","Campbell","34","17-17","2391","70.3"
"126","Syracuse","32","18-14","2254","70.4"
"127","North Carolina","32","26-6","2255","70.5"
"128","Seton Hall","30","20-10","2115","70.5"
"129","Georgia","31","18-13","2187","70.5"
"130","Akron","31","24-7","2188","70.6"
"131","Utah St.","29","13-16","2048","70.6"
"132","Northern Ill.","32","15-17","2261","70.7"
"","Lehigh","32","20-12","2261","70.7"
"134","Bradley","33","13-20","2333","70.7"
"135","Oakland","32","24-8","2263","70.7"
"136","Boston U.","32","18-14","2264","70.8"
"137","Boise St.","29","19-10","2052","70.8"
"138","Morgan St.","29","14-15","2053","70.8"
"139","Loyola Marymount","30","15-15","2125","70.8"
"140","Temple","31","16-15","2197","70.9"
"141","Binghamton","32","12-20","2270","70.9"
"142","UC Santa Barbara","28","6-22","1987","71.0"
"143","Nevada","31","25-6","2200","71.0"
"144","Colgate","32","10-22","2273","71.0"
"145","Stanford","31","14-17","2204","71.1"
"146","Richmond","30","19-11","2133","71.1"
"147","Mississippi St.","31","16-15","2206","71.2"
"148","Florida St.","31","24-7","2207","71.2"
"149","Cal St. Fullerton","29","16-13","2066","71.2"
"150","Milwaukee","35","11-24","2494","71.3"
"151","San Diego","31","13-18","2210","71.3"
"152","Hampton","29","14-15","2068","71.3"
"","Davidson","29","15-14","2068","71.3"
"154","Colorado","32","19-13","2284","71.4"
"155","Northern Ky.","34","24-10","2428","71.4"
"156","North Dakota St.","30","19-11","2144","71.5"
"157","Clemson","32","17-15","2287","71.5"
"158","Lamar University","32","19-13","2289","71.5"
"159","Sam Houston St.","32","20-12","2290","71.6"
"160","Seattle U","29","13-16","2076","71.6"
"161","Elon","32","18-14","2292","71.6"
"162","Cleveland St.","31","9-22","2222","71.7"
"","George Mason","31","19-12","2222","71.7"
"164","Xavier","32","20-12","2294","71.7"
"165","Eastern Ill.","29","14-15","2083","71.8"
"166","Massachusetts","32","15-17","2299","71.8"
"167","Pacific","33","11-22","2371","71.8"
"168","Iowa St.","30","20-10","2156","71.9"
"169","Idaho","29","17-12","2086","71.9"
"170","Northeastern","31","15-16","2230","71.9"
"171","Western Ky.","32","15-17","2302","71.9"
"172","Kansas","31","28-3","2231","72.0"
"173","Howard","33","10-23","2375","72.0"
"174","Kentucky","31","26-5","2235","72.1"
"175","Delaware","33","13-20","2381","72.2"
"176","Georgetown","32","14-18","2309","72.2"
"177","Norfolk St.","31","16-15","2237","72.2"
"178","Portland","33","11-22","2383","72.2"
"179","Southern Miss.","31","9-22","2239","72.2"
"180","Wright St.","32","20-12","2317","72.4"
"181","Southern U.","32","15-17","2318","72.4"
"182","Missouri","31","8-23","2247","72.5"
"183","Ark.-Pine Bluff","32","7-25","2320","72.5"
"184","Oregon St.","32","5-27","2321","72.5"
"185","Cal Poly","30","11-19","2176","72.5"
"186","Troy","33","19-14","2394","72.5"
"187","Penn St.","32","15-17","2322","72.6"
"","South Ala.","32","14-18","2322","72.6"
"189","North Dakota","28","19-9","2032","72.6"
"190","St. Bonaventure","30","19-11","2182","72.7"
"191","Columbia","27","11-16","1964","72.7"
"192","Indiana St.","31","11-20","2255","72.7"
"193","Ga. Southern","31","18-13","2256","72.8"
"194","Eastern Mich.","32","16-16","2330","72.8"
"195","Weber St.","29","17-12","2112","72.8"
"","Central Conn. St.","29","6-23","2112","72.8"
"197","Coastal Caro.","32","16-16","2331","72.8"
"198","Texas Southern","32","21-11","2332","72.9"
"199","A&M-Corpus Christi","29","19-10","2115","72.9"
"200","New Mexico","30","17-13","2188","72.9"
"201","Creighton","31","23-8","2261","72.9"
"202","Kent St.","32","19-13","2335","73.0"
"203","Nebraska","31","12-19","2264","73.0"
"204","Fairfield","30","16-14","2191","73.0"
"205","Tennessee Tech","32","12-20","2338","73.1"
"206","Saint Joseph's","31","11-20","2265","73.1"
"207","Southern California","31","23-8","2266","73.1"
"208","Monmouth","33","27-6","2413","73.1"
"209","Army West Point","32","13-19","2340","73.1"
"210","Montana","31","16-15","2267","73.1"
"211","BYU","33","22-11","2418","73.3"
"212","Western Caro.","32","9-23","2345","73.3"
"213","Indiana","31","17-14","2273","73.3"
"214","Prairie View","33","13-20","2420","73.3"
"215","Tennessee","31","16-15","2276","73.4"
"216","Grambling","32","16-16","2350","73.4"
"217","South Dakota","33","22-11","2426","73.5"
"218","FIU","31","7-24","2282","73.6"
"219","St. Francis Brooklyn","31","4-27","2284","73.7"
"220","Sacramento St.","30","13-17","2214","73.8"
"221","Utah Valley","29","14-15","2143","73.9"
"222","Fla. Atlantic","30","10-20","2221","74.0"
"223","Saint Francis (PA)","32","16-16","2370","74.1"
"224","Oklahoma","31","11-20","2299","74.2"
"225","Arkansas","31","23-8","2300","74.2"
"226","Duquesne","32","10-22","2376","74.3"
"227","San Jose St.","29","14-15","2155","74.3"
"228","Alabama St.","31","8-23","2305","74.4"
"229","South Fla.","29","7-22","2158","74.4"
"230","Virginia Tech","31","22-9","2307","74.4"
"","Buffalo","31","17-14","2307","74.4"
"232","Miami (OH)","32","11-21","2384","74.5"
"233","DePaul","32","9-23","2388","74.6"
"234","Denver","30","16-14","2239","74.6"
"235","Southeast Mo. St.","33","15-18","2464","74.7"
"","Pittsburgh","33","16-17","2464","74.7"
"237","Northern Colo.","29","11-18","2167","74.7"
"238","Siena","34","17-17","2541","74.7"
"239","Marquette","30","19-11","2243","74.8"
"240","Dartmouth","27","7-20","2020","74.8"
"241","Presbyterian","30","5-25","2245","74.8"
"242","NJIT","31","11-20","2320","74.8"
"243","Air Force","32","12-20","2396","74.9"
"244","UNCW","34","29-5","2548","74.9"
"245","Jacksonville","32","17-15","2399","75.0"
"","Delaware St.","32","10-22","2399","75.0"
"247","Fairleigh Dickinson","30","11-19","2250","75.0"
"","Maine","32","7-25","2400","75.0"
"249","UCLA","31","28-3","2326","75.0"
"250","Rice","32","22-10","2403","75.1"
"251","Wofford","33","16-17","2479","75.1"
"252","UNLV","32","11-21","2405","75.2"
"253","Eastern Ky.","31","12-19","2330","75.2"
"254","UT Martin","33","21-12","2482","75.2"
"255","North Texas","30","8-22","2258","75.3"
"256","Wyoming","32","18-14","2416","75.5"
"257","Ball St.","31","20-11","2342","75.5"
"","Western Mich.","31","16-15","2342","75.5"
"259","Charleston So.","31","12-19","2343","75.6"
"260","Rider","33","18-15","2500","75.8"
"261","Eastern Wash.","31","21-10","2351","75.8"
"262","Toledo","32","17-15","2427","75.8"
"263","Appalachian St.","30","9-21","2279","76.0"
"264","Louisiana","32","21-11","2432","76.0"
"265","N.C. A&T","32","3-29","2434","76.1"
"266","SIUE","30","6-24","2282","76.1"
"","Lafayette","30","9-21","2282","76.1"
"268","Northern Ariz.","32","9-23","2436","76.1"
"","Sacred Heart","32","13-19","2436","76.1"
"270","Ole Miss","31","19-12","2363","76.2"
"271","Samford","34","19-15","2593","76.3"
"272","Iona","34","22-12","2596","76.4"
"273","UMES","32","13-19","2444","76.4"
"274","La Salle","29","15-14","2215","76.4"
"275","Ill.-Chicago","33","15-18","2525","76.5"
"276","USC Upstate","32","17-15","2449","76.5"
"277","Washington St.","31","13-18","2376","76.6"
"278","Bowling Green","32","13-19","2453","76.7"
"279","Hofstra","32","15-17","2454","76.7"
"280","Kennesaw St.","32","14-18","2456","76.8"
"281","Western Ill.","28","8-20","2151","76.8"
"282","Green Bay","31","18-13","2387","77.0"
"283","Hartford","32","9-23","2465","77.0"
"284","Morehead St.","30","14-16","2311","77.0"
"285","Murray St.","33","16-17","2543","77.1"
"286","Iowa","31","18-13","2390","77.1"
"","Drake","31","7-24","2390","77.1"
"288","Houston Baptist","29","17-12","2237","77.1"
"289","UMBC","30","18-12","2315","77.2"
"290","Cornell","29","8-21","2238","77.2"
"291","South Dakota St.","34","18-16","2631","77.4"
"292","Bryant","32","12-20","2478","77.4"
"293","Oklahoma St.","31","20-11","2405","77.6"
"294","Lipscomb","33","20-13","2562","77.6"
"295","Manhattan","32","10-22","2485","77.7"
"296","Canisius","33","18-15","2564","77.7"
"297","Alabama A&M","29","2-27","2255","77.8"
"298","William & Mary","31","17-14","2411","77.8"
"299","St. John's (NY)","32","14-18","2490","77.8"
"","Bethune-Cookman","32","10-22","2490","77.8"
"301","Wake Forest","32","19-13","2493","77.9"
"302","Brown","30","13-17","2338","77.9"
"303","Niagara","33","10-23","2579","78.2"
"304","VMI","30","6-24","2346","78.2"
"305","Boston College","32","9-23","2508","78.4"
"","Drexel","32","9-23","2508","78.4"
"307","North Florida","34","15-19","2674","78.6"
"308","IUPUI","32","14-18","2517","78.7"
"309","Coppin St.","33","8-25","2600","78.8"
"310","UMKC","31","16-15","2443","78.8"
"311","Florida A&M","30","7-23","2365","78.8"
"312","Fort Wayne","31","19-12","2444","78.8"
"","Chicago St.","31","6-25","2444","78.8"
"314","Tulane","30","6-24","2368","78.9"
"315","McNeese","29","7-22","2292","79.0"
"316","Marist","32","8-24","2530","79.1"
"317","Montana St.","32","16-16","2532","79.1"
"318","Northwestern St.","29","13-16","2301","79.3"
"319","Long Beach St.","32","14-18","2542","79.4"
"320","Nicholls St.","31","14-17","2464","79.5"
"321","Auburn","32","18-14","2546","79.6"
"322","North Carolina St.","32","15-17","2547","79.6"
"323","Oral Roberts","30","8-22","2398","79.9"
"324","Idaho St.","31","5-26","2486","80.2"
"","South Carolina St.","31","11-20","2486","80.2"
"326","Charlotte","30","13-17","2407","80.2"
"327","Longwood","30","6-24","2408","80.3"
"328","Pepperdine","31","9-22","2490","80.3"
"329","Washington","30","9-21","2435","81.2"
"330","Portland St.","30","15-15","2440","81.3"
"331","CSUN","29","11-18","2359","81.3"
"332","Arizona St.","32","15-17","2615","81.7"
"333","Youngstown St.","34","13-21","2799","82.3"
"334","Stetson","32","11-21","2654","82.9"
"335","LSU","31","10-21","2572","83.0"
"336","Mississippi Val.","32","7-25","2665","83.3"
"337","Quinnipiac","31","10-21","2583","83.3"
"","UTRGV","31","10-21","2583","83.3"
"339","Omaha","32","18-14","2673","83.5"
"340","Austin Peay","30","11-19","2515","83.8"
"341","Central Ark.","32","8-24","2692","84.1"
"342","Detroit Mercy","31","8-23","2630","84.8"
"343","Marshall","32","18-14","2716","84.9"
"344","Southern Utah","32","6-26","2724","85.1"
"345","Central Mich.","32","16-16","2807","87.7"
"346","Savannah St.","29","13-16","2665","91.9"
"347","The Citadel","33","12-21","3121","94.6"
Reclassifying
"NR","Grand Canyon","31","22-9","2103","67.8"
"NR","Abilene Christian","29","13-16","2073","71.5"
"NR","Incarnate Word","29","12-17","2320","80.0"
"NR","UMass Lowell","31","11-20","2517","81.2"

NCAA Men's Basketball
Division IScoring Margin
Through Games 03/08/2017


"Rank","Name","GM","W-L","PTS","PPG","OPP PTS","OPP PPG","SCR MAR"
"1","Gonzaga","33","32-1","2791","84.6","2018","61.2","23.4"
"2","Wichita St.","34","30-4","2790","82.1","2123","62.4","19.6"
"3","West Virginia","31","24-7","2599","83.8","2072","66.8","17.0"
"4","UCLA","31","28-3","2831","91.3","2326","75.0","16.3"
"5","St. Mary's (CA)","32","28-4","2304","72.0","1808","56.5","15.5"
"6","SMU","31","27-4","2312","74.6","1842","59.4","15.2"
"7","North Carolina","32","26-6","2726","85.2","2255","70.5","14.7"
"8","Kentucky","31","26-5","2690","86.8","2235","72.1","14.7"
"9","Oregon","31","27-4","2456","79.2","2006","64.7","14.5"
"","Cincinnati","31","27-4","2315","74.7","1865","60.2","14.5"
"11","Villanova","31","28-3","2404","77.5","1955","63.1","14.5"
"12","Purdue","31","25-6","2494","80.5","2075","66.9","13.5"
"13","Florida","31","24-7","2443","78.8","2058","66.4","12.4"
"14","Vermont","33","28-5","2445","74.1","2041","61.8","12.2"
"15","Louisville","31","24-7","2404","77.5","2026","65.4","12.2"
"16","Florida St.","31","24-7","2574","83.0","2207","71.2","11.8"
"17","Virginia","31","22-9","2073","66.9","1709","55.1","11.7"
"18","Louisiana Tech","31","22-9","2411","77.8","2053","66.2","11.5"
"19","New Mexico St.","30","25-5","2390","79.7","2046","68.2","11.5"
"20","N.C. Central","31","23-8","2335","75.3","1984","64.0","11.3"
